B1,B2,B3,B4,B5,B6,B7,vis,white,class
4431,4389,4326,4317,4239,2750,1834,13146,1862.0,1
4513,4472,4368,4380,3975,2891,1875,13353,3724.6666666666665,1
4513,4472,4368,4380,3975,2891,1875,13353,3724.6666666666665,1
4397,4344,4282,4269,4192,2793,1872,13023,2208.6666666666665,1
4397,4344,4282,4269,4192,2793,1872,13023,2208.6666666666665,1
4193,4143,4019,4011,3596,2637,1693,12355,5350.222222222223,1
2894,2848,2727,2660,2559,1835,1227,8469,4960.666666666667,1
2894,2848,2727,2660,2559,1835,1227,8469,4960.666666666667,1
2516,2484,2369,2289,2008,1594,1031,7369,3984.2222222222226,1
2340,2300,2196,2118,2002,1397,900,6836,3683.555555555556,1
2340,2300,2196,2118,2002,1397,900,6836,3683.555555555556,1
1973,1953,1841,1731,1484,1066,645,5767,3374.222222222222,1
2201,2178,2058,1931,1821,1161,681,6437,3930.888888888889,1
2201,2178,2058,1931,1821,1161,681,6437,3930.888888888889,1
2782,2762,2658,2501,2221,1444,844,8202,2954.6666666666665,1
2782,2762,2658,2501,2221,1444,844,8202,2954.6666666666665,1
3376,3366,3264,3120,2963,1694,943,10006,2560.888888888889,1
3033,3002,2872,2722,2377,1514,876,8907,4864.666666666667,1
3033,3002,2872,2722,2377,1514,876,8907,4864.666666666667,1
3023,3002,2908,2737,2596,1581,930,8933,2500.222222222222,1
3753,3736,3658,3537,3123,2190,1351,11147,1710.888888888889,1
3753,3736,3658,3537,3123,2190,1351,11147,1710.888888888889,1
4178,4180,4092,4009,3888,2429,1522,12450,1682.6666666666667,1
4383,4350,4267,4176,3664,2609,1510,13000,2381.5555555555557,1
4383,4350,4267,4176,3664,2609,1510,13000,2381.5555555555557,1
4572,4554,4469,4401,4354,2717,1713,13595,2017.5555555555554,1
4572,4554,4469,4401,4354,2717,1713,13595,2017.5555555555554,1
4509,4461,4370,4319,3910,2901,1796,13340,3322.888888888889,1
4542,4561,4478,4504,4524,3241,2304,13581,1260.6666666666667,1
4542,4561,4478,4504,4524,3241,2304,13581,1260.6666666666667,1
3077,3011,2866,2868,2661,2100,1382,8954,7766.888888888888,1
2600,2555,2449,2400,2429,1791,1336,7604,4006.888888888889,1
2600,2555,2449,2400,2429,1791,1336,7604,4006.888888888889,1
2869,2854,2777,2772,2545,2152,1476,8500,1624.2222222222224,1
3191,3206,3131,3104,2603,2190,1651,9528,1050.0,1
3191,3206,3131,3104,2603,2190,1651,9528,1050.0,1
2659,2594,2464,2369,1968,1538,956,7717,6572.222222222223,1
2659,2594,2464,2369,1968,1538,956,7717,6572.222222222223,1
2443,2358,2246,2101,2088,1248,778,7047,6508.666666666667,1
2745,2691,2574,2439,2152,1534,904,8010,5094.0,1
3116,2986,2836,2704,2478,1634,974,8938,13088.88888888889,1
3026,2985,2855,2715,2696,1591,996,8866,5313.555555555556,1
3022,2871,2741,2610,2485,1565,876,8634,13184.666666666666,1
2996,2945,2806,2673,2348,1568,872,8747,6446.88888888889,1
3104,2963,2837,2702,2443,1573,920,8904,11894.0,1
2950,2780,2685,2548,2457,1532,859,8415,12016.666666666666,1
2930,2868,2737,2597,2309,1516,873,8535,6472.666666666667,1
3052,2868,2748,2610,2376,1553,907,8668,15630.22222222222,1
2947,2884,2764,2619,2561,1523,897,8595,5762.0,1
3168,3116,3005,2878,2607,1714,996,9289,4621.555555555556,1
3771,3582,3537,3445,3200,2139,1283,10890,10278.0,1
4324,4159,4136,4068,4066,2455,1441,12619,7010.88888888889,1
4324,4159,4136,4068,4066,2455,1441,12619,7010.88888888889,1
4675,4506,4473,4427,4050,2623,1521,13654,7828.222222222222,1
4527,4528,4466,4418,4381,2518,1466,13521,840.6666666666666,1
4603,4418,4379,4329,4343,2486,1426,13400,9546.888888888889,1
4911,4723,4684,4615,4181,2558,1435,14318,9821.555555555555,1
4911,4723,4684,4615,4181,2558,1435,14318,9821.555555555555,1
5026,4851,4790,4716,4699,2491,1383,14667,10004.666666666666,1
5026,4851,4790,4716,4699,2491,1383,14667,10004.666666666666,1
5096,4891,4834,4730,4252,2450,1345,14821,12657.555555555555,1
5478,5235,5189,5102,5002,2455,1306,15902,16076.22222222222,1
5478,5235,5189,5102,5002,2455,1306,15902,16076.22222222222,1
5544,5271,5236,5135,4557,2467,1270,16051,18957.55555555556,1
5450,5194,5134,5038,4926,2369,1251,15778,18776.888888888887,1
5450,5194,5134,5038,4926,2369,1251,15778,18776.888888888887,1
5380,5105,5068,4946,4369,2329,1201,15553,19370.888888888887,1
5279,5054,4961,4864,4775,2208,1121,15294,17822.0,1
5279,5054,4961,4864,4775,2208,1121,15294,17822.0,1
5512,5282,5186,5072,4421,2255,1120,15980,18710.222222222223,1
5512,5282,5186,5072,4421,2255,1120,15980,18710.222222222223,1
5414,5184,5087,4984,4842,2176,1092,15685,18804.222222222223,1
5175,4905,4773,4665,4092,2159,1091,14853,27992.0,1
5175,4905,4773,4665,4092,2159,1091,14853,27992.0,1
4945,4691,4568,4452,4315,2049,1054,14204,24641.55555555556,1
4945,4691,4568,4452,4315,2049,1054,14204,24641.55555555556,1
4731,4438,4321,4202,3703,2018,1050,13490,29737.55555555555,1
4553,4325,4221,4090,3970,1942,1014,13099,19224.888888888887,1
2717,2645,2542,2500,2364,1497,904,7904,5157.555555555556,1
3192,3118,3017,2972,2630,1735,1070,9327,5144.666666666667,1
3192,3118,3017,2972,2630,1735,1070,9327,5144.666666666667,1
3749,3695,3617,3587,3442,2043,1240,11061,2936.0,1
3749,3695,3617,3587,3442,2043,1240,11061,2936.0,1
4316,4240,4142,4129,3683,2354,1409,12698,5072.88888888889,1
4537,4476,4377,4363,4252,2594,1593,13390,4346.88888888889,1
4537,4476,4377,4363,4252,2594,1593,13390,4346.88888888889,1
4557,4472,4356,4346,3945,2715,1676,13385,6786.88888888889,1
4427,4361,4268,4257,4193,2662,1710,13056,4254.0,1
4427,4361,4268,4257,4193,2662,1710,13056,4254.0,1
4193,4143,4019,4011,3596,2637,1693,12355,5350.222222222223,1
3661,3606,3518,3474,3382,2285,1561,10785,3468.6666666666665,1
3661,3606,3518,3474,3382,2285,1561,10785,3468.6666666666665,1
3295,3235,3111,3081,2735,2040,1353,9641,5870.222222222222,1
3295,3235,3111,3081,2735,2040,1353,9641,5870.222222222222,1
2972,2914,2829,2758,2641,1775,1172,8715,3448.6666666666665,1
2283,2246,2140,2061,1846,1321,840,6669,3672.6666666666665,1
2678,2651,2560,2455,2329,1504,993,7889,2548.222222222222,1
2678,2651,2560,2455,2329,1504,993,7889,2548.222222222222,1
3051,3024,2925,2809,2466,1624,944,9000,2934.0,1
3051,3024,2925,2809,2466,1624,944,9000,2934.0,1
3376,3366,3264,3120,2963,1694,943,10006,2560.888888888889,1
3559,3550,3419,3286,2876,1766,992,10528,4093.555555555556,1
3559,3550,3419,3286,2876,1766,992,10528,4093.555555555556,1
3597,3592,3496,3338,3187,1808,1058,10685,2160.222222222222,1
4184,4182,4066,3951,3518,2288,1347,12432,3042.6666666666665,1
4184,4182,4066,3951,3518,2288,1347,12432,3042.6666666666665,1
4178,4180,4092,4009,3888,2429,1522,12450,1682.6666666666667,1
4530,4536,4448,4396,3944,2728,1598,13514,1611.5555555555554,1
4530,4536,4448,4396,3944,2728,1598,13514,1611.5555555555554,1
4495,4483,4391,4335,4265,2568,1566,13369,2158.222222222222,1
4495,4483,4391,4335,4265,2568,1566,13369,2158.222222222222,1
4509,4461,4370,4319,3910,2901,1796,13340,3322.888888888889,1
4424,4433,4341,4340,4364,3004,2117,13198,1714.8888888888887,1
4424,4433,4341,4340,4364,3004,2117,13198,1714.8888888888887,1
3616,3577,3435,3440,3146,2488,1670,10628,6049.555555555556,1
2691,2634,2479,2425,2437,1701,1180,7804,8024.222222222223,1
2691,2634,2479,2425,2437,1701,1180,7804,8024.222222222223,1
2869,2854,2777,2772,2545,2152,1476,8500,1624.2222222222224,1
2903,2875,2789,2784,2804,1977,1427,8567,2352.888888888889,1
2903,2875,2789,2784,2804,1977,1427,8567,2352.888888888889,1
2697,2611,2502,2476,2208,1615,984,7810,6366.888888888888,1
2697,2611,2502,2476,2208,1615,984,7810,6366.888888888888,1
2622,2512,2379,2296,2196,1336,830,7513,9870.888888888889,1
2695,2616,2489,2361,2152,1425,827,7800,7200.666666666667,1
2695,2616,2489,2361,2152,1425,827,7800,7200.666666666667,1
3064,2997,2888,2774,2662,1589,947,8949,5260.666666666667,1
3064,2997,2888,2774,2662,1589,947,8949,5260.666666666667,1
3260,3188,3069,3018,2435,1733,960,9517,6202.888888888888,1
3113,3074,2931,2796,2742,1568,950,9118,6121.555555555556,1
3048,2902,2789,2658,2494,1546,852,8739,11240.666666666666,1
3020,2966,2829,2696,2353,1549,869,8815,6462.888888888888,1
3055,2900,2784,2648,2394,1541,896,8739,12324.666666666666,1
3042,3005,2881,2737,2684,1543,942,8928,4740.666666666667,1
3175,3024,2930,2798,2655,1618,893,9129,10184.666666666666,1
3580,3439,3357,3254,3013,2003,1205,10376,8481.555555555555,1
3724,3708,3625,3523,3464,2080,1266,11057,1882.888888888889,1
4202,4077,4037,3975,3959,2390,1422,12316,4938.88888888889,1
4251,4259,4181,4116,3707,2446,1419,12691,1227.5555555555554,1
4260,4236,4165,4085,4035,2292,1359,12661,1626.8888888888887,1
4603,4418,4379,4329,4343,2486,1426,13400,9546.888888888889,1
4896,4698,4673,4590,4168,2544,1418,14267,9950.888888888889,1
4900,4884,4802,4705,4567,2478,1385,14586,1842.6666666666667,1
5055,4883,4821,4730,4673,2524,1399,14759,9798.222222222223,1
5023,4984,4897,4797,4237,2561,1339,14904,2774.0,1
5129,4906,4864,4761,4301,2473,1347,14899,13524.22222222222,1
5168,4962,4894,4804,4788,2374,1264,15024,13570.666666666666,1
5168,4962,4894,4804,4788,2374,1264,15024,13570.666666666666,1
5479,5264,5214,5105,4546,2452,1283,15957,13216.666666666666,1
5380,5172,5111,5006,4919,2354,1223,15663,13260.666666666666,1
5380,5172,5111,5006,4919,2354,1223,15663,13260.666666666666,1
5380,5105,5068,4946,4369,2329,1201,15553,19370.888888888887,1
5280,5013,4948,4836,4735,2232,1168,15241,20637.555555555555,1
5280,5013,4948,4836,4735,2232,1168,15241,20637.555555555555,1
5451,5186,5142,5013,4412,2259,1140,15779,18626.88888888889,1
5451,5186,5142,5013,4412,2259,1140,15779,18626.88888888889,1
5414,5184,5087,4984,4842,2176,1092,15685,18804.222222222223,1
5247,5002,4895,4765,4172,2172,1101,15144,21708.666666666668,1
5247,5002,4895,4765,4172,2172,1101,15144,21708.666666666668,1
5037,4790,4678,4557,4442,2077,1075,14505,22492.666666666668,1
5037,4790,4678,4557,4442,2077,1075,14505,22492.666666666668,1
4847,4593,4481,4343,3804,2060,1064,13921,23446.22222222222,1
2717,2645,2542,2500,2364,1497,904,7904,5157.555555555556,1
3203,3117,3024,2994,2632,1775,1070,9344,5342.888888888889,1
3203,3117,3024,2994,2632,1775,1070,9344,5342.888888888889,1
3627,3550,3467,3456,3314,1989,1181,10644,4268.666666666667,1
3627,3550,3467,3456,3314,1989,1181,10644,4268.666666666667,1
4316,4240,4142,4129,3683,2354,1409,12698,5072.88888888889,1
4550,4504,4418,4407,4275,2500,1539,13472,2992.888888888889,1
4550,4504,4418,4407,4275,2500,1539,13472,2992.888888888889,1
4598,4541,4438,4428,3985,2646,1596,13577,4384.222222222223,1
4514,4473,4382,4365,4268,2570,1602,13369,3042.888888888889,1
4514,4473,4382,4365,4268,2570,1602,13369,3042.888888888889,1
4459,4382,4282,4264,3845,2715,1707,13123,5250.88888888889,1
4301,4250,4163,4135,3996,2557,1656,12714,3246.0,1
4301,4250,4163,4135,3996,2557,1656,12714,3246.0,1
4054,3960,3855,3818,3400,2405,1537,11869,6606.888888888888,1
2972,2914,2829,2758,2641,1775,1172,8715,3448.6666666666665,1
2972,2914,2829,2758,2641,1775,1172,8715,3448.6666666666665,1
3003,2933,2838,2796,2470,1803,1173,8774,4572.222222222223,1
3003,2933,2838,2796,2470,1803,1173,8774,4572.222222222223,1
3264,3224,3156,3103,2975,1922,1257,9644,1987.5555555555557,1
3477,3415,3313,3279,2895,1936,1183,10205,4571.555555555556,1
3477,3415,3313,3279,2895,1936,1183,10205,4571.555555555556,1
3694,3672,3590,3458,3273,1828,1050,10956,2002.6666666666667,1
5239,4968,4888,4757,4633,2129,1114,15095,22560.22222222222,1
4050,4029,3908,3800,3316,1945,1071,11987,3916.2222222222226,1
4050,4029,3908,3800,3316,1945,1071,11987,3916.2222222222226,1
4149,4122,4022,3899,3729,1980,1132,12293,2984.2222222222226,1
4184,4182,4066,3951,3518,2288,1347,12432,3042.6666666666665,1
4184,4182,4066,3951,3518,2288,1347,12432,3042.6666666666665,1
4369,4361,4262,4157,4040,2343,1405,12992,2368.222222222222,1
4480,4478,4349,4268,3870,2521,1460,13307,3756.2222222222226,1
4480,4478,4349,4268,3870,2521,1460,13307,3756.2222222222226,1
4323,4310,4190,4138,4093,2456,1462,12823,3584.2222222222226,1
4323,4310,4190,4138,4093,2456,1462,12823,3584.2222222222226,1
4512,4491,4392,4319,3892,2598,1519,13395,2738.0,1
4607,4599,4505,4457,4371,2720,1720,13711,2144.888888888889,1
4607,4599,4505,4457,4371,2720,1720,13711,2144.888888888889,1
2802,2713,2628,2599,2450,1558,935,8143,5046.88888888889,1
2691,2634,2479,2425,2437,1701,1180,7804,8024.222222222223,1
2691,2634,2479,2425,2437,1701,1180,7804,8024.222222222223,1
2252,2200,2064,2003,1837,1472,963,6516,6282.666666666667,1
2252,2200,2064,2003,1837,1472,963,6516,6282.666666666667,1
2244,2202,2095,2043,2021,1377,893,6541,3934.888888888889,1
2492,2443,2320,2423,2141,1529,880,7255,5234.88888888889,1
2492,2443,2320,2423,2141,1529,880,7255,5234.88888888889,1
2622,2512,2379,2296,2196,1336,830,7513,9870.888888888889,1
2740,2643,2522,2471,2152,1474,839,7905,7952.666666666667,1
2740,2643,2522,2471,2152,1474,839,7905,7952.666666666667,1
2986,2890,2770,2709,2627,1566,934,8646,7808.0,1
2986,2890,2770,2709,2627,1566,934,8646,7808.0,1
3260,3188,3069,3018,2435,1733,960,9517,6202.888888888888,1
3418,3366,3249,3166,2893,1732,1005,10033,4994.888888888889,1
3418,3366,3249,3166,2893,1732,1005,10033,4994.888888888889,1
3303,3224,3095,2979,2577,1663,920,9622,7349.555555555555,1
3135,3060,2933,2790,2836,1538,905,9128,6950.888888888888,1
3135,3060,2933,2790,2836,1538,905,9128,6950.888888888888,1
3205,3155,3040,2913,2558,1679,934,9400,4772.222222222222,1
3522,3395,3299,3179,2926,1868,1095,10216,8341.555555555555,1
3612,3611,3506,3391,3381,1935,1228,10729,2473.5555555555557,1
3932,3807,3713,3634,3564,2135,1244,11452,8046.888888888888,1
3898,3894,3802,3723,3324,2186,1245,11594,1966.2222222222224,1
4260,4236,4165,4085,4035,2292,1359,12661,1626.8888888888887,1
4419,4276,4273,4203,4194,2388,1358,12968,4641.555555555556,1
4518,4520,4436,4361,3885,2434,1370,13474,1531.5555555555554,1
4751,4749,4694,4606,4502,2478,1422,14194,697.5555555555555,1
4870,4711,4658,4578,4556,2465,1383,14239,8114.888888888888,1
4834,4816,4724,4633,4127,2473,1348,14374,2320.888888888889,1
5129,4906,4864,4761,4301,2473,1347,14899,13524.22222222222,1
5256,5038,4999,4890,4799,2408,1296,15293,12788.22222222222,1
5229,5202,5103,4983,4336,2448,1257,15534,2934.0,1
5359,5137,5099,4985,4472,2433,1278,15595,13147.555555555557,1
5285,5242,5153,5032,4826,2362,1239,15680,3021.555555555556,1
5380,5172,5111,5006,4919,2354,1223,15663,13260.666666666666,1
5281,5077,5009,4888,4338,2330,1219,15367,13358.222222222224,1
5281,5077,5009,4888,4338,2330,1219,15367,13358.222222222224,1
5199,4976,4903,4788,4714,2220,1146,15078,15852.666666666666,1
5193,4981,4919,4785,4256,2208,1140,15093,13762.666666666666,1
5193,4981,4919,4785,4256,2208,1140,15093,13762.666666666666,1
5569,5319,5254,5143,4972,2229,1137,16142,18438.88888888889,1
5481,5205,5163,5027,4395,2245,1139,15849,19896.0,1
5481,5205,5163,5027,4395,2245,1139,15849,19896.0,1
4323,4319,4199,4190,3749,2804,1806,12841,3310.2222222222226,1
3235,3134,3019,3020,2884,1794,1080,9388,7786.888888888888,1
3235,3134,3019,3020,2884,1794,1080,9388,7786.888888888888,1
3095,2955,2842,2817,2526,1679,1012,8892,10708.666666666666,1
3627,3550,3467,3456,3314,1989,1181,10644,4268.666666666667,1
4173,4100,4004,3993,3560,2296,1333,12277,4789.555555555556,1
4173,4100,4004,3993,3560,2296,1333,12277,4789.555555555556,1
4610,4543,4463,4465,4304,2452,1451,13616,3610.888888888889,1
4610,4543,4463,4465,4304,2452,1451,13616,3610.888888888889,1
4782,4710,4603,4603,4072,2587,1509,14095,5408.222222222223,1
4514,4473,4382,4365,4268,2570,1602,13369,3042.888888888889,1
4514,4473,4382,4365,4268,2570,1602,13369,3042.888888888889,1
4507,4455,4354,4335,3916,2648,1627,13316,4034.888888888889,1
4485,4449,4370,4352,4243,2553,1615,13304,2306.888888888889,1
4485,4449,4370,4352,4243,2553,1615,13304,2306.888888888889,1
4054,3960,3855,3818,3400,2405,1537,11869,6606.888888888888,1
3794,3739,3654,3611,3477,2240,1443,11187,3316.6666666666665,1
3794,3739,3654,3611,3477,2240,1443,11187,3316.6666666666665,1
3814,3736,3650,3609,3192,2235,1420,11200,4486.222222222223,1
3814,3736,3650,3609,3192,2235,1420,11200,4486.222222222223,1
3707,3632,3537,3501,3382,2094,1312,10876,4838.88888888889,1
3477,3415,3313,3279,2895,1936,1183,10205,4571.555555555556,1
3477,3415,3313,3279,2895,1936,1183,10205,4571.555555555556,1
3803,3764,3702,3619,3459,1926,1115,11269,1729.5555555555557,1
4498,4455,4348,4294,3721,2132,1156,13301,3977.555555555556,1
4498,4455,4348,4294,3721,2132,1156,13301,3977.555555555556,1
4645,4596,4529,4443,4227,2148,1177,13770,2260.6666666666665,1
4507,4476,4356,4258,3756,2242,1290,13339,4240.222222222223,1
4507,4476,4356,4258,3756,2242,1290,13339,4240.222222222223,1
4659,4615,4515,4408,4273,2291,1307,13789,3630.2222222222226,1
4659,4615,4515,4408,4273,2291,1307,13789,3630.2222222222226,1
4744,4714,4587,4503,3988,2487,1401,14045,4630.88888888889,1
4323,4310,4190,4138,4093,2456,1462,12823,3584.2222222222226,1
4212,4182,4062,3984,3635,2349,1347,12456,4200.0,1
4212,4182,4062,3984,3635,2349,1347,12456,4200.0,1
4431,4422,4308,4250,4194,2520,1550,13161,3134.0,1
4431,4422,4308,4250,4194,2520,1550,13161,3134.0,1
4371,4387,4271,4256,3864,2780,1736,13029,2634.6666666666665,1
3056,3002,2829,2809,2760,1828,1207,8887,9374.888888888889,1
3056,3002,2829,2809,2760,1828,1207,8887,9374.888888888889,1
2554,2525,2414,2348,2100,1676,1125,7493,3640.2222222222226,1
2554,2525,2414,2348,2100,1676,1125,7493,3640.2222222222226,1
2515,2497,2382,2337,2229,1578,1090,7394,3470.888888888889,1
2492,2443,2320,2423,2141,1529,880,7255,5234.88888888889,1
2492,2443,2320,2423,2141,1529,880,7255,5234.88888888889,1
2689,2633,2518,2593,2506,1548,914,7840,5066.888888888889,1
2761,2700,2575,2546,2247,1534,871,8036,5993.555555555556,1
2761,2700,2575,2546,2247,1534,871,8036,5993.555555555556,1
2869,2784,2656,2530,2442,1470,874,8309,7664.222222222222,1
3200,3099,2974,2852,2522,1649,926,9273,8544.666666666666,1
3200,3099,2974,2852,2522,1649,926,9273,8544.666666666666,1
3476,3384,3261,3154,3045,1734,1017,10121,7757.555555555555,1
3476,3384,3261,3154,3045,1734,1017,10121,7757.555555555555,1
3495,3384,3278,3192,2801,1766,966,10157,7849.555555555555,1
3135,3060,2933,2790,2836,1538,905,9128,6950.888888888888,1
3135,3060,2933,2790,2836,1538,905,9128,6950.888888888888,1
3231,3140,3018,2891,2661,1630,902,9389,7614.888888888888,1
3507,3443,3345,3206,3272,1741,1009,10295,4438.222222222223,1
3507,3443,3345,3206,3272,1741,1009,10295,4438.222222222223,1
3777,3706,3604,3500,3238,1957,1085,11087,5041.555555555556,1
4275,4170,4074,3991,3660,2294,1330,12519,6738.0,1
4313,4336,4256,4168,4118,2278,1374,12905,1130.888888888889,1
4629,4537,4460,4403,4300,2433,1375,13626,4772.666666666667,1
4562,4571,4485,4427,3841,2452,1346,13618,1489.5555555555554,1
4566,4600,4515,4435,4396,2354,1413,13681,1220.2222222222222,1
4870,4711,4658,4578,4556,2465,1383,14239,8114.888888888888,1
4834,4816,4724,4633,4127,2473,1348,14374,2320.888888888889,1
5052,4904,4807,4705,4244,2472,1347,14763,10148.666666666666,1
5221,5048,5005,4900,4817,2432,1303,15274,8714.888888888889,1
5197,5155,5055,4945,4335,2435,1286,15407,3547.555555555556,1
5240,5067,4977,4871,4375,2405,1280,15284,11910.888888888889,1
5228,4998,4928,4817,4730,2299,1211,15154,16422.222222222223,1
5228,4998,4928,4817,4730,2299,1211,15154,16422.222222222223,1
5101,4885,4821,4689,4225,2279,1195,14807,14350.222222222224,1
5055,4995,4901,4759,4586,2222,1159,14951,4016.888888888889,1
5211,4988,4920,4797,4687,2240,1156,15119,15448.22222222222,1
5161,5080,4976,4841,4211,2272,1124,15217,5733.555555555556,1
5193,4981,4919,4785,4256,2208,1140,15093,13762.666666666666,1
5505,5307,5249,5130,4996,2230,1124,16061,12011.555555555557,1
5505,5307,5249,5130,4996,2230,1124,16061,12011.555555555557,1
5569,5334,5279,5146,4516,2256,1154,16182,15816.666666666666,1
3649,3564,3455,3464,2997,2027,1192,10668,6304.666666666667,1
3568,3471,3373,3382,3161,1913,1116,10412,6337.555555555555,1
3568,3471,3373,3382,3161,1913,1116,10412,6337.555555555555,1
3413,3309,3203,3197,2768,1831,1082,9925,7350.222222222222,1
3490,3378,3294,3277,3149,1895,1126,10162,6446.222222222222,1
3490,3378,3294,3277,3149,1895,1126,10162,6446.222222222222,1
4152,4025,3933,3932,3493,2262,1319,12110,8061.555555555555,1
4627,4524,4447,4453,4305,2399,1386,13598,5437.555555555556,1
4627,4524,4447,4453,4305,2399,1386,13598,5437.555555555556,1
4782,4710,4603,4603,4072,2587,1509,14095,5408.222222222223,1
4710,4652,4567,4564,4419,2518,1507,13929,3448.6666666666665,1
4710,4652,4567,4564,4419,2518,1507,13929,3448.6666666666665,1
4661,4600,4492,4479,3981,2562,1500,13753,4882.88888888889,1
4661,4600,4492,4479,3981,2562,1500,13753,4882.88888888889,1
4596,4548,4464,4448,4303,2458,1468,13608,2976.0,1
4437,4385,4283,4253,3785,2531,1520,13105,4091.555555555556,1
4339,4298,4221,4183,4031,2405,1498,12858,2392.6666666666665,1
4339,4298,4221,4183,4031,2405,1498,12858,2392.6666666666665,1
4341,4294,4202,4173,3705,2474,1486,12837,3332.6666666666665,1
4341,4294,4202,4173,3705,2474,1486,12837,3332.6666666666665,1
3707,3632,3537,3501,3382,2094,1312,10876,4838.88888888889,1
3742,3659,3570,3538,3167,2132,1316,10971,4932.666666666667,1
3742,3659,3570,3538,3167,2132,1316,10971,4932.666666666667,1
3971,3912,3834,3794,3674,2098,1246,11717,3148.2222222222226,1
4520,4441,4349,4293,3796,2208,1221,13310,4882.88888888889,1
4520,4441,4349,4293,3796,2208,1221,13310,4882.88888888889,1
4645,4596,4529,4443,4227,2148,1177,13770,2260.6666666666665,1
4875,4808,4688,4625,4040,2260,1204,14371,5984.222222222223,1
4875,4808,4688,4625,4040,2260,1204,14371,5984.222222222223,1
4922,4865,4782,4690,4485,2289,1259,14569,3304.2222222222226,1
4922,4865,4782,4690,4485,2289,1259,14569,3304.2222222222226,1
4744,4714,4587,4503,3988,2487,1401,14045,4630.88888888889,1
4619,4581,4483,4408,4297,2467,1442,13683,3282.6666666666665,1
4619,4581,4483,4408,4297,2467,1442,13683,3282.6666666666665,1
4477,4462,4362,4296,3817,2530,1437,13301,2605.5555555555557,1
4488,4466,4386,4339,4262,2503,1543,13340,1920.8888888888887,1
4488,4466,4386,4339,4262,2503,1543,13340,1920.8888888888887,1
4371,4387,4271,4256,3864,2780,1736,13029,2634.6666666666665,1
3419,3402,3250,3296,3262,2136,1425,10071,5772.666666666667,1
3419,3402,3250,3296,3262,2136,1425,10071,5772.666666666667,1
2917,2914,2792,2798,2578,2096,1461,8623,3390.888888888889,1
2917,2914,2792,2798,2578,2096,1461,8623,3390.888888888889,1
2515,2497,2382,2337,2229,1578,1090,7394,3470.888888888889,1
2509,2473,2368,2349,2082,1548,937,7350,3578.0,1
2509,2473,2368,2349,2082,1548,937,7350,3578.0,1
2356,2307,2196,2158,2111,1328,815,6859,4480.222222222223,1
2588,2545,2433,2333,2055,1408,823,7566,4268.666666666667,1
2588,2545,2433,2333,2055,1408,823,7566,4268.666666666667,1
2869,2784,2656,2530,2442,1470,874,8309,7664.222222222222,1
2997,2915,2780,2649,2344,1539,865,8692,8004.222222222222,1
2997,2915,2780,2649,2344,1539,865,8692,8004.222222222222,1
3000,2915,2780,2663,2607,1520,878,8695,8205.555555555555,1
3000,2915,2780,2663,2607,1520,878,8695,8205.555555555555,1
3495,3384,3278,3192,2801,1766,966,10157,7849.555555555555,1
3454,3347,3228,3104,2988,1657,953,10029,8520.666666666666,1
3454,3347,3228,3104,2988,1657,953,10029,8520.666666666666,1
3505,3389,3265,3136,2764,1690,926,10159,9603.555555555555,1
3505,3389,3265,3136,2764,1690,926,10159,9603.555555555555,1
3630,3523,3400,3269,3162,1718,979,10553,8830.888888888889,1
3777,3706,3604,3500,3238,1957,1085,11087,5041.555555555556,1
3777,3706,3604,3500,3238,1957,1085,11087,5041.555555555556,1
4249,4217,4144,4047,3973,2196,1294,12610,1930.8888888888887,1
4353,4296,4205,4126,3721,2252,1239,12854,3714.888888888889,1
5394,5368,5271,5127,4429,2248,1090,16033,2801.555555555556,1
5399,5177,5133,5001,4853,2204,1114,15709,13552.88888888889,1
5167,5115,5021,4874,4652,2179,1104,15303,3650.6666666666665,1
5185,4959,4916,4782,4266,2236,1158,15060,13920.666666666666,1
5211,4988,4920,4797,4687,2240,1156,15119,15448.22222222222,1
4866,4810,4727,4589,4430,2164,1149,14403,3260.6666666666665,1
4998,4827,4726,4604,4099,2249,1190,14551,12602.888888888889,1
5134,4963,4897,4785,4686,2301,1213,14994,9974.0,1
5134,4963,4897,4785,4686,2301,1213,14994,9974.0,1
5240,5067,4977,4871,4375,2405,1280,15284,11910.888888888889,1
5037,5027,4929,4828,4147,2420,1270,14993,2374.222222222222,1
5023,5040,4936,4827,4734,2412,1392,14999,2074.8888888888887,1
5081,4957,4856,4755,4311,2495,1373,14894,8466.888888888889,1
4814,4816,4713,4619,3990,2448,1303,14343,2312.6666666666665,1
4808,4675,4604,4521,4438,2407,1331,14087,7149.555555555556,1
4566,4600,4515,4435,4396,2354,1413,13681,1220.2222222222222,1
4353,4296,4205,4126,3721,2252,1239,12854,3714.888888888889,1
3361,3234,3121,3054,2713,1749,1040,9716,9610.888888888889,1
3080,2959,2847,2799,2716,1647,989,8886,9052.666666666666,1
3080,2959,2847,2799,2716,1647,989,8886,9052.666666666666,1
3413,3309,3203,3197,2768,1831,1082,9925,7350.222222222222,1
3625,3511,3431,3436,3317,1995,1202,10567,6336.888888888888,1
3625,3511,3431,3436,3317,1995,1202,10567,6336.888888888888,1
4099,4019,3933,3939,3482,2263,1337,12051,4594.666666666667,1
4529,4441,4368,4387,4233,2345,1366,13338,4332.666666666667,1
4529,4441,4368,4387,4233,2345,1366,13338,4332.666666666667,1
4923,4796,4704,4703,4139,2533,1435,14423,8061.555555555556,1
4887,4776,4685,4693,4522,2450,1411,14348,6822.88888888889,1
