B1,B2,B3,B4,B5,B6,B7,vis,white,class
589,915,954,2666,2379,2091,1515,2458,26780.22222222222,0
596,911,881,2472,2482,1939,1560,2388,20150.0,0
616,859,842,2884,2816,2131,1622,2317,12268.222222222224,0
713,1063,1048,2782,2503,2386,1819,2824,26105.55555555556,0
627,1013,1057,2763,2733,2191,1798,2697,37314.666666666664,0
740,1059,1230,2794,2883,2405,2091,3029,41233.555555555555,0
699,1047,1175,2534,2393,2266,1728,2921,40451.555555555555,0
660,1016,997,2970,2633,2255,1641,2673,26740.666666666668,0
660,1016,997,2970,2633,2255,1641,2673,26740.666666666668,0
743,1080,1065,3164,3122,2489,2046,2888,24164.222222222223,0
755,1168,1276,2725,2594,2608,2172,3199,50408.22222222222,0
755,1168,1276,2725,2594,2608,2172,3199,50408.22222222222,0
464,801,821,2943,3011,2357,1842,2086,26824.222222222223,0
464,801,821,2943,3011,2357,1842,2086,26824.222222222223,0
341,613,520,3240,2893,2392,1541,1474,12741.555555555557,0
341,613,520,3240,2893,2392,1541,1474,12741.555555555557,0
323,608,641,2934,2923,2049,1471,1572,20382.0,0
348,612,593,2979,2534,1799,1018,1553,14453.555555555555,0
348,612,593,2979,2534,1799,1018,1553,14453.555555555555,0
146,420,349,3377,3009,1639,770,915,13480.666666666666,0
146,420,349,3377,3009,1639,770,915,13480.666666666666,0
174,420,335,3287,2648,1612,688,929,10406.888888888889,0
164,396,286,3550,3076,1535,608,846,8978.666666666666,0
164,396,286,3550,3076,1535,608,846,8978.666666666666,0
207,415,314,3371,2692,1562,642,936,7212.666666666667,0
207,415,314,3371,2692,1562,642,936,7212.666666666667,0
196,435,306,3991,3298,1690,682,937,9540.22222222222,0
196,435,306,3991,3298,1690,682,937,9540.22222222222,0
153,381,259,3545,2718,1526,592,793,8678.222222222223,0
153,395,261,3950,3251,1630,610,809,9798.222222222223,0
153,395,261,3950,3251,1630,610,809,9798.222222222223,0
208,490,364,3657,2864,1749,752,1062,13304.0,0
208,490,364,3657,2864,1749,752,1062,13304.0,0
208,448,358,3086,2790,1510,713,1014,9800.0,0
321,544,454,3096,2566,1717,947,1319,8390.888888888889,0
321,544,454,3096,2566,1717,947,1319,8390.888888888889,0
258,570,461,3069,2871,1725,913,1289,16714.888888888887,0
258,570,461,3069,2871,1725,913,1289,16714.888888888887,0
338,625,526,3399,2721,1894,1021,1489,14168.22222222222,0
338,625,526,3399,2721,1894,1021,1489,14168.22222222222,0
317,622,516,3348,2909,1714,902,1455,15984.666666666666,0
317,622,516,3348,2909,1714,902,1455,15984.666666666666,0
346,622,494,3393,2748,1789,851,1462,12718.22222222222,0
346,622,494,3393,2748,1789,851,1462,12718.22222222222,0
176,424,262,3867,3203,1594,615,862,10571.555555555557,0
234,488,340,3461,2651,1589,663,1062,10850.666666666666,0
234,488,340,3461,2651,1589,663,1062,10850.666666666666,0
345,618,460,3159,2778,1577,767,1423,12524.22222222222,0
345,618,460,3159,2778,1577,767,1423,12524.22222222222,0
318,608,449,3409,2659,1656,723,1375,14060.22222222222,0
318,608,449,3409,2659,1656,723,1375,14060.22222222222,0
258,527,391,3659,3096,1731,814,1176,12060.666666666666,0
282,541,432,2899,2380,1436,568,1255,11273.555555555557,0
193,433,264,3965,3238,1613,608,890,10133.555555555557,0
193,433,264,3965,3238,1613,608,890,10133.555555555557,0
203,448,281,4020,2912,1661,629,932,10444.222222222223,0
203,448,281,4020,2912,1661,629,932,10444.222222222223,0
232,469,330,3768,3082,1569,638,1031,9454.888888888889,0
256,539,394,3201,2422,1493,640,1189,13350.888888888889,0
256,539,394,3201,2422,1493,640,1189,13350.888888888889,0
270,522,372,3737,3039,1618,697,1164,10712.0,0
242,514,337,3577,2532,1536,622,1093,12704.22222222222,0
242,514,337,3577,2532,1536,622,1093,12704.22222222222,0
292,561,440,1956,1699,1019,481,1293,12100.666666666666,0
299,529,428,1885,1427,951,436,1256,8860.22222222222,0
299,529,428,1885,1427,951,436,1256,8860.22222222222,0
373,652,571,2135,1878,1209,715,1596,13734.0,0
373,652,571,2135,1878,1209,715,1596,13734.0,0
621,808,668,2328,1738,1215,641,2097,6308.666666666667,0
572,799,598,1719,1360,789,313,1969,10289.555555555555,0
649,838,661,1953,1480,1017,506,2148,7466.0,0
649,838,661,1953,1480,1017,506,2148,7466.0,0
560,722,592,1607,1238,798,408,1874,4907.555555555556,0
560,722,592,1607,1238,798,408,1874,4907.555555555556,0
386,550,489,1010,763,560,312,1425,4580.666666666667,0
378,502,431,415,260,251,58,1311,2580.6666666666665,0
378,502,431,415,260,251,58,1311,2580.6666666666665,0
583,650,549,328,200,174,91,1782,1760.6666666666667,0
604,669,578,346,170,205,47,1851,1464.6666666666667,0
604,669,578,346,170,205,47,1851,1464.6666666666667,0
630,802,666,718,444,346,186,2098,5486.222222222223,0
663,845,661,1075,680,519,204,2169,7442.666666666667,0
663,845,661,1075,680,519,204,2169,7442.666666666667,0
640,829,689,429,247,171,83,2158,6413.555555555556,0
640,829,689,429,247,171,83,2158,6413.555555555556,0
651,840,697,427,191,190,23,2188,6476.222222222222,0
638,907,724,325,129,97,56,2269,12582.888888888889,0
638,907,724,325,129,97,56,2269,12582.888888888889,0
635,927,731,316,103,127,-28672,2293,14766.22222222222,0
657,1026,877,320,125,100,55,2560,22973.55555555556,0
657,1026,877,320,125,100,55,2560,22973.55555555556,0
756,1231,1175,374,100,116,-28672,3162,44924.666666666664,0
756,1231,1175,374,100,116,-28672,3162,44924.666666666664,0
914,1402,1403,431,160,124,88,3719,53029.555555555555,0
908,1419,1406,458,155,160,48,3733,56588.22222222222,0
908,1419,1406,458,155,160,48,3733,56588.22222222222,0
945,1451,1431,479,196,158,99,3827,54736.88888888888,0
919,1425,1365,503,214,186,59,3709,50950.22222222222,0
919,1425,1365,503,214,186,59,3709,50950.22222222222,0
850,1238,1055,1016,584,462,246,3143,25117.55555555556,0
841,1252,1124,776,491,341,141,3217,29488.222222222223,0
841,1252,1124,776,491,341,141,3217,29488.222222222223,0
915,1340,1252,715,432,305,176,3507,33548.666666666664,0
915,1340,1252,715,432,305,176,3507,33548.666666666664,0
395,684,522,2461,1902,1140,565,1601,13988.222222222224,0
309,537,378,3757,2460,1708,728,1224,9114.0,0
309,537,378,3757,2460,1708,728,1224,9114.0,0
244,478,276,4305,2935,1662,622,998,10731.555555555557,0
244,478,276,4305,2935,1662,622,998,10731.555555555557,0
288,508,322,4157,2803,1733,653,1118,9350.222222222223,0
259,567,396,4165,3164,1850,771,1222,15874.888888888889,0
220,505,319,4171,3442,1725,680,1044,13958.0,0
284,523,338,4079,3015,1779,714,1145,10473.555555555557,0
277,588,438,3589,2892,1813,811,1303,16126.888888888889,0
335,587,436,3731,3331,1761,878,1358,10722.888888888889,0
231,547,383,3990,3465,1823,761,1161,16650.666666666668,0
185,497,336,3821,3031,1772,663,1018,16229.555555555557,0
185,497,336,3821,3031,1772,663,1018,16229.555555555557,0
164,469,283,4183,3509,1745,634,916,15753.555555555555,0
127,404,217,4366,3219,1811,640,748,13310.888888888889,0
212,503,369,4049,3412,1768,775,1084,14142.88888888889,0
309,622,515,3686,3184,1807,938,1446,16872.666666666668,0
309,622,515,3686,3184,1807,938,1446,16872.666666666668,0
205,504,381,3756,2892,1697,721,1090,15056.22222222222,0
231,534,419,3408,2934,1633,824,1184,15597.555555555557,0
266,530,444,3384,2730,1780,821,1240,12086.22222222222,0
256,576,509,3340,3034,1824,1030,1341,18988.666666666668,0
256,576,509,3340,3034,1824,1030,1341,18988.666666666668,0
267,576,465,2639,2276,1324,626,1308,16334.0,0
270,566,404,2521,2032,1226,527,1240,14646.22222222222,0
270,566,404,2521,2032,1226,527,1240,14646.22222222222,0
202,514,335,4269,3542,1843,776,1051,16341.555555555557,0
169,442,283,4171,3085,1735,613,894,12534.0,0
169,442,283,4171,3085,1735,613,894,12534.0,0
155,406,248,4059,3367,1643,631,809,10734.888888888889,0
155,406,248,4059,3367,1643,631,809,10734.888888888889,0
271,516,405,3547,2796,1738,817,1192,10033.555555555557,0
339,619,553,3106,2940,1740,952,1511,14283.555555555555,0
339,619,553,3106,2940,1740,952,1511,14283.555555555555,0
282,538,407,3286,2720,1722,814,1227,10924.666666666666,0
454,731,717,2927,2824,1801,1168,1902,16232.666666666666,0
454,731,717,2927,2824,1801,1168,1902,16232.666666666666,0
709,967,1055,2437,2325,2148,1658,2731,21558.222222222223,0
709,967,1055,2437,2325,2148,1658,2731,21558.222222222223,0
387,653,607,2225,2069,1224,639,1647,13474.666666666666,0
387,680,621,2334,1990,1428,787,1688,16009.555555555555,0
387,680,621,2334,1990,1428,787,1688,16009.555555555555,0
371,647,588,2211,1982,1180,596,1606,14082.888888888889,0
371,647,588,2211,1982,1180,596,1606,14082.888888888889,0
366,659,601,1879,1534,978,457,1626,16048.666666666666,0
329,598,547,2525,2387,1456,794,1474,13609.555555555557,0
329,598,547,2525,2387,1456,794,1474,13609.555555555557,0
251,489,407,3046,2551,1583,719,1147,9744.888888888889,0
251,489,407,3046,2551,1583,719,1147,9744.888888888889,0
182,440,331,3155,2874,1465,584,953,11182.888888888889,0
229,500,409,3043,2535,1509,670,1138,12680.22222222222,0
229,500,409,3043,2535,1509,670,1138,12680.22222222222,0
252,528,440,3065,2741,1462,691,1220,13251.555555555557,0
252,528,440,3065,2741,1462,691,1220,13251.555555555557,0
309,548,478,2666,2221,1423,753,1335,10064.666666666666,0
269,559,424,2776,2330,1181,462,1252,14038.888888888889,0
269,559,424,2776,2330,1181,462,1252,14038.888888888889,0
300,557,446,2457,2024,1238,563,1303,11076.22222222222,0
388,808,763,2010,1865,1065,498,1959,35450.0,0
264,575,453,2615,2279,1235,497,1292,16369.555555555555,0
264,575,453,2615,2279,1235,497,1292,16369.555555555555,0
395,799,715,2090,1738,1087,458,1909,30296.888888888887,0
395,799,715,2090,1738,1087,458,1909,30296.888888888887,0
338,678,603,2683,2224,1529,762,1619,21272.222222222223,0
338,678,603,2683,2224,1529,762,1619,21272.222222222223,0
354,664,613,3111,2810,1755,1032,1631,18420.222222222223,0
354,664,613,3111,2810,1755,1032,1631,18420.222222222223,0
249,527,362,3965,3307,1770,726,1138,13030.888888888889,0
306,563,399,3907,2951,1791,743,1268,11288.22222222222,0
306,563,399,3907,2951,1791,743,1268,11288.22222222222,0
258,527,391,3659,3096,1731,814,1176,12060.666666666666,0
258,527,391,3659,3096,1731,814,1176,12060.666666666666,0
267,538,352,4056,3064,1844,728,1157,12806.888888888889,0
307,561,414,3397,2913,1586,679,1282,10841.555555555557,0
307,561,414,3397,2913,1586,679,1282,10841.555555555557,0
236,453,315,3410,2642,1511,591,1004,8041.555555555556,0
236,453,315,3410,2642,1511,591,1004,8041.555555555556,0
176,424,262,3867,3203,1594,615,862,10571.555555555557,0
348,599,501,3268,2570,1719,887,1448,10668.22222222222,0
348,599,501,3268,2570,1719,887,1448,10668.22222222222,0
412,706,677,3043,2744,1806,1198,1795,17500.222222222223,0
412,706,677,3043,2744,1806,1198,1795,17500.222222222223,0
338,625,526,3399,2721,1894,1021,1489,14168.22222222222,0
338,625,526,3399,2721,1894,1021,1489,14168.22222222222,0
210,445,360,3039,2775,1530,737,1015,9438.888888888889,0
210,445,360,3039,2775,1530,737,1015,9438.888888888889,0
227,468,363,2933,2432,1541,739,1058,9733.555555555557,0
227,468,363,2933,2432,1541,739,1058,9733.555555555557,0
208,448,358,3086,2790,1510,713,1014,9800.0,0
227,458,318,3589,2745,1657,713,1003,9026.888888888889,0
227,458,318,3589,2745,1657,713,1003,9026.888888888889,0
192,425,296,3793,3187,1642,702,913,9082.888888888889,0
192,425,296,3793,3187,1642,702,913,9082.888888888889,0
179,399,261,3990,2962,1676,655,839,8240.888888888889,0
179,399,261,3990,2962,1676,655,839,8240.888888888889,0
196,435,306,3991,3298,1690,682,937,9540.22222222222,0
243,484,383,3316,2662,1642,742,1110,9764.666666666666,0
243,484,383,3316,2662,1642,742,1110,9764.666666666666,0
221,457,408,2878,2697,1470,728,1086,10340.666666666666,0
221,457,408,2878,2697,1470,728,1086,10340.666666666666,0
174,420,335,3287,2648,1612,688,929,10406.888888888889,0
422,709,702,2994,2852,1903,1330,1833,17868.666666666668,0
422,709,702,2994,2852,1903,1330,1833,17868.666666666668,0
588,857,957,2517,2327,2037,1492,2402,24280.222222222223,0
588,857,957,2517,2327,2037,1492,2402,24280.222222222223,0
298,651,698,2821,2794,2001,1447,1647,31868.666666666668,0
298,651,698,2821,2794,2001,1447,1647,31868.666666666668,0
373,662,577,3031,2628,1912,1050,1612,14706.888888888889,0
407,788,804,2496,2556,1847,1335,1999,33669.555555555555,0
407,788,804,2496,2556,1847,1335,1999,33669.555555555555,0
805,1155,1138,2836,2680,2549,1997,3098,25964.222222222223,0
805,1155,1138,2836,2680,2549,1997,3098,25964.222222222223,0
661,1052,1027,2805,2600,2386,1744,2740,31940.22222222222,0
517,884,846,2652,2638,1943,1438,2247,27152.666666666668,0
479,875,955,2459,2252,1931,1397,2309,43310.222222222226,0
510,881,944,2760,2741,2083,1621,2335,36662.88888888888,0
510,881,944,2760,2741,2083,1621,2335,36662.88888888888,0
623,1117,1137,2875,2786,2180,1771,2877,56514.666666666664,0
503,941,917,2961,2567,2212,1547,2361,40424.0,0
503,941,917,2961,2567,2212,1547,2361,40424.0,0
669,921,943,2398,2257,2179,1714,2533,15451.555555555555,0
669,921,943,2398,2257,2179,1714,2533,15451.555555555555,0
671,1007,1078,2134,1951,1856,1384,2756,31509.55555555556,0
510,793,912,2039,2115,1698,1347,2215,28428.222222222223,0
566,905,980,1945,2069,1629,1373,2451,32438.0,0
599,932,1017,1726,1616,1635,1271,2548,32537.55555555555,0
681,948,1044,1663,1770,1589,1368,2673,23586.0,0
626,901,1009,1742,1736,1699,1352,2536,25997.55555555556,0
626,901,1009,1742,1736,1699,1352,2536,25997.55555555556,0
662,964,1059,1885,1687,1763,1355,2685,28648.666666666668,0
826,1092,1132,2132,1904,1715,1330,3050,18443.55555555556,0
826,1092,1132,2132,1904,1715,1330,3050,18443.55555555556,0
707,1020,1032,1663,1484,1180,720,2759,22637.55555555555,0
531,866,894,1527,1479,1243,776,2291,27197.55555555555,0
531,866,894,1527,1479,1243,776,2291,27197.55555555555,0
430,708,686,1602,1320,1059,570,1824,15922.666666666666,0
430,708,686,1602,1320,1059,570,1824,15922.666666666666,0
458,733,701,1666,1563,1069,553,1892,15077.555555555555,0
458,733,701,1666,1563,1069,553,1892,15077.555555555555,0
402,610,518,2731,2262,1558,761,1530,7242.666666666667,0
419,649,551,2589,2401,1495,767,1619,8880.888888888889,0
419,649,551,2589,2401,1495,767,1619,8880.888888888889,0
400,652,547,2676,2209,1534,729,1599,10682.0,0
400,652,547,2676,2209,1534,729,1599,10682.0,0
409,673,574,2940,2614,1621,874,1656,11858.0,0
206,474,296,3532,2777,1681,624,976,12400.88888888889,0
206,474,296,3532,2777,1681,624,976,12400.88888888889,0
165,466,283,3653,3135,1685,654,914,15334.888888888889,0
165,466,283,3653,3135,1685,654,914,15334.888888888889,0
160,459,269,4221,3174,1810,652,888,15264.666666666666,0
160,459,269,4221,3174,1810,652,888,15264.666666666666,0
118,440,232,4580,3639,1784,622,790,17771.555555555555,0
125,445,233,4532,3320,1846,644,803,17667.55555555556,0
125,445,233,4532,3320,1846,644,803,17667.55555555556,0
183,475,291,4151,3467,1772,683,949,14531.555555555555,0
183,475,291,4151,3467,1772,683,949,14531.555555555555,0
163,446,227,4390,3265,1807,623,836,14682.888888888889,0
171,471,287,4351,3536,1776,711,929,15256.88888888889,0
171,471,287,4351,3536,1776,711,929,15256.88888888889,0
208,510,337,4069,3004,1817,750,1055,15308.22222222222,0
208,510,337,4069,3004,1817,750,1055,15308.22222222222,0
235,530,416,3579,3031,1686,904,1181,14753.555555555555,0
190,486,290,4460,3223,1850,675,966,15114.666666666666,0
190,486,290,4460,3223,1850,675,966,15114.666666666666,0
225,457,326,3560,3049,1573,675,1008,9020.666666666666,0
225,457,326,3560,3049,1573,675,1008,9020.666666666666,0
297,525,424,3096,2446,1543,705,1246,8701.555555555557,0
232,469,330,3768,3082,1569,638,1031,9454.888888888889,0
219,474,280,4242,3505,1774,667,973,11820.222222222224,0
232,469,330,3768,3082,1569,638,1031,9454.888888888889,0
227,484,361,3448,2618,1625,710,1072,11014.888888888889,0
227,484,361,3448,2618,1625,710,1072,11014.888888888889,0
295,546,443,2762,2410,1350,678,1284,10612.666666666666,0
289,529,424,1955,1631,1017,474,1242,9650.0,0
264,551,403,2867,2259,1329,549,1218,13732.666666666666,0
370,648,567,2358,1808,1303,686,1585,13628.222222222224,0
370,648,567,2358,1808,1303,686,1585,13628.222222222224,0
637,897,940,2405,2368,1864,1526,2474,17917.55555555556,0
621,808,668,2328,1738,1215,641,2097,6308.666666666667,0
621,808,668,2328,1738,1215,641,2097,6308.666666666667,0
560,760,593,1455,1157,686,323,1913,7664.222222222222,0
606,819,648,1383,946,647,312,2073,8486.0,0
606,819,648,1383,946,647,312,2073,8486.0,0
592,825,643,1702,1313,824,366,2060,10001.555555555555,0
592,825,643,1702,1313,824,366,2060,10001.555555555555,0
386,550,489,1010,763,560,312,1425,4580.666666666667,0
377,519,458,395,260,232,36,1354,3382.888888888889,0
377,519,458,395,260,232,36,1354,3382.888888888889,0
612,719,614,354,226,180,121,1945,2497.5555555555557,0
603,706,617,368,184,225,59,1926,2080.6666666666665,0
603,706,617,368,184,225,59,1926,2080.6666666666665,0
421,649,537,652,457,359,207,1607,8664.888888888889,0
445,708,552,1158,814,584,266,1705,11661.555555555557,0
445,708,552,1158,814,584,266,1705,11661.555555555557,0
659,825,672,522,309,235,58,2156,5681.555555555556,0
659,825,672,522,309,235,58,2156,5681.555555555556,0
651,840,697,427,191,190,23,2188,6476.222222222222,0
620,859,707,348,160,119,67,2186,9754.888888888889,0
620,859,707,348,160,119,67,2186,9754.888888888889,0
619,907,718,305,102,126,-28672,2244,14274.0,0
610,945,776,307,129,100,55,2331,18704.666666666668,0
610,945,776,307,129,100,55,2331,18704.666666666668,0
756,1231,1175,374,100,116,-28672,3162,44924.666666666664,0
822,1344,1346,409,137,100,71,3512,60784.88888888888,0
822,1344,1346,409,137,100,71,3512,60784.88888888888,0
838,1373,1371,440,130,144,22,3582,63368.666666666664,0
838,1373,1371,440,130,144,22,3582,63368.666666666664,0
899,1418,1418,468,187,145,108,3735,59858.0,0
919,1425,1365,503,214,186,59,3709,50950.22222222222,0
919,1425,1365,503,214,186,59,3709,50950.22222222222,0
925,1379,1279,683,416,318,184,3583,37936.88888888889,0
926,1406,1302,644,352,284,142,3634,42510.22222222222,0
926,1406,1302,644,352,284,142,3634,42510.22222222222,0
915,1340,1252,715,432,305,176,3507,33548.666666666664,0
793,1132,972,1447,1162,735,380,2897,19173.55555555556,0
793,1132,972,1447,1162,735,380,2897,19173.55555555556,0
400,683,487,2611,2070,1288,536,1570,14008.22222222222,0
400,683,487,2611,2070,1288,536,1570,14008.22222222222,0
369,656,463,2851,2583,1319,520,1488,14272.666666666666,0
288,508,322,4157,2803,1733,653,1118,9350.222222222223,0
288,508,322,4157,2803,1733,653,1118,9350.222222222223,0
344,580,448,3884,3325,1737,881,1372,9326.22222222222,0
344,580,448,3884,3325,1737,881,1372,9326.22222222222,0
362,588,464,3233,2815,1686,757,1414,8539.555555555557,0
462,707,610,2885,3015,1678,977,1779,10148.666666666666,0
462,707,610,2885,3015,1678,977,1779,10148.666666666666,0
266,595,434,3694,3250,1813,829,1295,18042.888888888887,0
175,474,290,3784,2956,1651,609,939,15164.666666666666,0
277,491,308,3834,3316,1583,609,1076,8916.222222222223,0
339,572,395,3955,2950,1812,780,1306,9861.555555555557,0
339,572,395,3955,2950,1812,780,1306,9861.555555555557,0
220,511,341,4126,3134,1806,721,1072,14246.888888888889,0
352,683,576,3355,3059,1776,934,1611,19020.666666666668,0
304,602,522,3469,2781,1829,919,1428,15858.666666666666,0
92,362,189,4590,3566,1700,623,643,12470.88888888889,0
92,362,189,4590,3566,1700,623,643,12470.88888888889,0
126,394,230,3447,2504,1334,463,750,12170.666666666666,0
302,593,472,3476,2784,1815,889,1367,14246.888888888889,0
215,537,377,3695,3146,1708,740,1129,17280.888888888887,0
215,537,377,3695,3146,1708,740,1129,17280.888888888887,0
165,457,273,3829,2778,1609,577,895,14531.555555555555,0
177,439,248,3849,3046,1525,583,864,12240.666666666666,0
214,452,239,4467,3240,1824,615,905,11404.222222222224,0
187,461,275,4236,3158,1777,658,923,13046.22222222222,0
187,461,275,4236,3158,1777,658,923,13046.22222222222,0
168,433,257,4086,3326,1607,564,858,12124.666666666666,0
168,433,257,4086,3326,1607,564,858,12124.666666666666,0
224,474,326,3782,2854,1646,650,1024,10534.22222222222,0
339,619,553,3106,2940,1740,952,1511,14283.555555555555,0
339,619,553,3106,2940,1740,952,1511,14283.555555555555,0
212,485,338,3473,2762,1623,609,1035,12446.0,0
258,532,425,3245,2939,1626,787,1215,12712.666666666666,0
258,532,425,3245,2939,1626,787,1215,12712.666666666666,0
709,967,1055,2437,2325,2148,1658,2731,21558.222222222223,0
709,967,1055,2437,2325,2148,1658,2731,21558.222222222223,0
528,773,768,2679,2599,1776,1231,2069,13072.22222222222,0
343,665,597,2252,1772,1118,508,1605,19202.666666666668,0
343,665,597,2252,1772,1118,508,1605,19202.666666666668,0
338,626,572,2357,2168,1270,661,1536,15624.0,0
338,626,572,2357,2168,1270,661,1536,15624.0,0
366,659,601,1879,1534,978,457,1626,16048.666666666666,0
344,659,624,1526,1484,837,370,1627,19872.222222222223,0
344,659,624,1526,1484,837,370,1627,19872.222222222223,0
343,671,644,1757,1634,1140,575,1658,22101.55555555556,0
343,671,644,1757,1634,1140,575,1658,22101.55555555556,0
285,564,491,2347,2251,1202,536,1340,13956.22222222222,0
242,491,409,2903,2407,1473,674,1142,10734.888888888889,0
242,491,409,2903,2407,1473,674,1142,10734.888888888889,0
276,537,473,2760,2559,1430,737,1286,12336.222222222224,0
276,537,473,2760,2559,1430,737,1286,12336.222222222224,0
313,657,559,2619,2073,1287,577,1529,20939.555555555555,0
269,559,424,2776,2330,1181,462,1252,14038.888888888889,0
269,559,424,2776,2330,1181,462,1252,14038.888888888889,0
370,780,660,2175,1754,973,390,1810,29622.222222222223,0
370,780,660,2175,1754,973,390,1810,29622.222222222223,0
392,834,719,1977,1767,907,346,1945,35057.555555555555,0
373,723,634,2711,2105,1383,681,1730,22060.22222222222,0
373,723,634,2711,2105,1383,681,1730,22060.22222222222,0
364,776,670,2467,2176,1336,647,1810,30512.888888888887,0
286,613,505,3317,2638,1786,877,1404,18506.0,0
286,613,505,3317,2638,1786,877,1404,18506.0,0
270,574,452,3763,3135,1804,953,1296,15602.666666666666,0
270,574,452,3763,3135,1804,953,1296,15602.666666666666,0
190,486,290,4460,3223,1850,675,966,15114.666666666666,0
125,418,208,4629,3651,1753,610,751,15204.22222222222,0
125,418,208,4629,3651,1753,610,751,15204.22222222222,0
139,421,207,4719,3391,1814,590,767,14438.22222222222,0
139,421,207,4719,3391,1814,590,767,14438.22222222222,0
222,507,365,4083,3384,1771,798,1094,13537.555555555557,0
206,504,337,4074,3115,1841,742,1047,14872.666666666666,0
206,504,337,4074,3115,1841,742,1047,14872.666666666666,0
182,483,308,4191,3453,1786,774,973,15233.555555555555,0
182,483,308,4191,3453,1786,774,973,15233.555555555555,0
165,464,263,4400,3227,1844,645,892,15489.555555555555,0
165,464,263,4400,3227,1844,645,892,15489.555555555555,0
118,440,232,4580,3639,1784,622,790,17771.555555555555,0
160,462,264,4192,3144,1790,665,886,15691.555555555555,0
160,462,264,4192,3144,1790,665,886,15691.555555555555,0
152,446,287,3153,2837,1556,606,885,14438.0,0
152,446,287,3153,2837,1556,606,885,14438.0,0
205,487,339,3165,2653,1665,659,1031,13264.88888888889,0
224,509,337,3729,3124,1698,692,1070,13730.88888888889,0
224,509,337,3729,3124,1698,692,1070,13730.88888888889,0
308,584,475,3514,2820,1841,900,1367,12882.888888888889,0
308,584,475,3514,2820,1841,900,1367,12882.888888888889,0
341,607,514,3134,2891,1751,961,1462,12148.22222222222,0
341,607,514,3134,2891,1751,961,1462,12148.22222222222,0
402,610,518,2731,2262,1558,761,1530,7242.666666666667,0
336,575,426,3302,2786,1563,664,1337,9713.555555555557,0
336,575,426,3302,2786,1563,664,1337,9713.555555555557,0
396,660,577,1389,1159,749,325,1633,12149.555555555555,0
396,660,577,1389,1159,749,325,1633,12149.555555555555,0
481,794,708,1234,1098,793,443,1983,17432.666666666668,0
643,991,1028,2011,1730,1577,1068,2662,30077.55555555555,0
643,991,1028,2011,1730,1577,1068,2662,30077.55555555555,0
698,984,1023,2026,2075,1618,1257,2705,20993.555555555555,0
698,984,1023,2026,2075,1618,1257,2705,20993.555555555555,0
646,943,1009,1862,1735,1700,1302,2598,24926.0,0
668,944,1036,1673,1892,1590,1417,2648,24451.55555555555,0
668,944,1036,1673,1892,1590,1417,2648,24451.55555555555,0
652,967,1052,1680,1542,1609,1282,2671,29605.55555555556,0
652,967,1052,1680,1542,1609,1282,2671,29605.55555555556,0
649,970,1068,1758,1929,1559,1364,2687,32022.88888888889,0
621,927,1055,1917,2017,1686,1394,2603,33152.88888888889,0
621,927,1055,1917,2017,1686,1394,2603,33152.88888888889,0
558,903,984,2037,2001,1837,1394,2445,34118.0,0
693,998,965,2556,2643,2032,1685,2656,18677.555555555555,0
509,835,760,2727,2422,1979,1171,2104,19433.555555555555,0
736,1096,1128,2862,2573,2338,1783,2960,31587.55555555556,0
736,1096,1128,2862,2573,2338,1783,2960,31587.55555555556,0
784,1082,1103,2758,2783,2234,1813,2969,21222.888888888887,0
540,919,917,2374,2171,1890,1343,2376,31752.666666666668,0
553,943,972,2336,2378,1849,1426,2468,36500.222222222226,0
553,943,972,2336,2378,1849,1426,2468,36500.222222222226,0
462,865,885,2582,2640,1949,1467,2212,37970.88888888889,0
359,679,678,2589,2352,1903,1262,1716,22684.666666666668,0
359,679,678,2589,2352,1903,1262,1716,22684.666666666668,0
225,579,555,2861,2681,1753,1104,1359,26088.0,0
502,836,785,2492,2152,1732,1098,2123,21582.888888888887,0
320,670,532,3329,3017,1881,1014,1522,20720.888888888887,0
276,587,492,3414,3107,1932,1097,1355,16933.555555555555,0
276,587,492,3414,3107,1932,1097,1355,16933.555555555555,0
316,547,463,3344,2681,1771,922,1326,9114.0,0
316,547,463,3344,2681,1771,922,1326,9114.0,0
422,709,702,2994,2852,1903,1330,1833,17868.666666666668,0
334,550,473,3260,2688,1831,997,1357,7989.555555555556,0
334,550,473,3260,2688,1831,997,1357,7989.555555555556,0
204,442,312,3610,3112,1682,768,958,9467.555555555557,0
204,442,312,3610,3112,1682,768,958,9467.555555555557,0
176,422,269,3882,2884,1660,646,867,10286.0,0
176,422,269,3882,2884,1660,646,867,10286.0,0
190,428,292,3699,3145,1647,723,910,9504.888888888889,0
151,363,227,3668,2821,1568,596,741,7690.666666666667,0
151,363,227,3668,2821,1568,596,741,7690.666666666667,0
140,352,220,3762,3126,1512,561,712,7640.888888888888,0
140,352,220,3762,3126,1512,561,712,7640.888888888888,0
227,458,318,3589,2745,1657,713,1003,9026.888888888889,0
227,458,318,3589,2745,1657,713,1003,9026.888888888889,0
130,378,231,3619,2994,1473,553,739,10368.222222222223,0
130,378,231,3619,2994,1473,553,739,10368.222222222223,0
120,343,191,4053,2909,1629,584,654,8652.666666666666,0
210,445,360,3039,2775,1530,737,1015,9438.888888888889,0
210,445,360,3039,2775,1530,737,1015,9438.888888888889,0
326,572,485,2921,2494,1720,896,1383,10374.0,0
326,572,485,2921,2494,1720,896,1383,10374.0,0
350,591,556,3203,2852,1766,1098,1497,11304.666666666666,0
350,591,556,3203,2852,1766,1098,1497,11304.666666666666,0
